SMILES,Rank,MPO_Score,Quality_Score,SA_Score
CN(Cc1cc2nn[nH]c2cc1CCC(O)c1ccc(Cl)s1)CC1CCN(c2ccncc2)CC1,1,1.0,0.6935724703221524,3.616666907464343
O=C(Nc1ccc(-n2ccc(=O)cc2)cc1)c1nc2ccccc2n1CNCc1nc(OCCF)cs1,2,1.0,0.6840953387650471,3.171528995901747
O=C(O)COC1CCC(C(=O)N2CCC2N2CCC2c2ccc(C3CC3)cc2)N1C1CCCCC1,3,1.0,0.6819299305971153,4.23952523406342
CCCN(C(=O)NN1CCC(C(N)=O)(c2ccc(SCC)c3cccnc23)CC1)c1ccc(CC)nc1,4,1.0,0.6837487531060553,3.3546470545098064
O=C1CN(Cc2c[nH]c(-c3cc4cc(-c5ccon5)cnc4[nH]3)c2)CCN1CNc1cn2ccccc2n1,5,1.0,0.6797552925896605,3.582830180637675
Cc1ccc2c(c1)cc(C1=NOC(C3=CCN(C(C)C)CC3)C1)n2Cc1cc(-c2ccc(N)nn2)on1,6,1.0,0.6800832736133816,3.913102172260839
C=CCc1cc2cc(C3(O)CC4CCC(C3)N4COC(=O)c3ccc(-c4cnc(O)nn4)cc3)ccc2[nH]1,7,1.0,0.6740407183028035,4.755145595341274
CCCN(COCCC(F)(F)F)S(=O)(=O)CC(O)C(=O)c1cc(Cl)cnc1C(=O)N(C)C,8,1.0,0.704647308100515,3.782702725403208
CSC1CC2CCC(C1)N2NS(=O)(=O)CCNC(=O)c1ccc(N2CCSCC2)s1,9,1.0,0.7042516471326045,4.86106938570069
O=C1C(NS(=O)(=O)c2nnc(-c3ccc([O-])s3)s2)CCN1CCOc1cccc2ccnn12,10,1.0,0.7150240976796519,4.077065897693997
Cc1cccc2c1cc(C(=O)N(Cc1cc(N)[nH]n1)C1CN(CO)C1)n2CCc1cccc(C#N)c1,11,1.0,0.6928090512123145,3.1868960234904513
O=C(CC(=O)Nc1ncccc1C1=NCCO1)NCCCC(=O)C(OC1CCCC1)OC(F)(F)F,12,1.0,0.6877198379231597,3.7848604903520435
[11CH3]Oc1ccc2ccc(C3=NCC(N4CCC(n5cc(-c6ccc7c(N)nccc7c6)cn5)C4=O)N3)cc2c1,13,1.0,0.6875270606435618,3.8990325983297556
O=C(CN1CCN(S(=O)(=O)c2ccc3cc(F)ccc3c2)CC1)N1CCOC(c2ccncn2)C1,14,1.0,0.7134688100649381,3.0965356409440243
C=Cc1ccnc2cc(C3=CCN(C(=O)NCC=Cc4ccccc4-c4ccc(=O)[nH]c4)CC3)ccc12,15,1.0,0.6715942040617171,3.085763611286364
CCCNc1ccc(Sn2c(CCC)cc3cc(C(=O)NC4=CCN(CNC(C)C)CC4)ccc32)nn1,16,1.0,0.6708679203168155,3.5007674816298575
CCCCN(C(=O)n1cc(C(=O)OCC)c(CC(=O)Nc2ccc([O-])[nH]2)n1)C1CN(C(C)C)CCO1,17,1.0,0.6845782395680153,4.1828721803826605
CCOCCc1ccc(C2(O)CCN(C(=O)c3ccc(-c4nnc(OCC)o4)nn3)CC2)c2[nH]ccc12,18,1.0,0.6777187207619896,3.256674011478072
COCc1ccc2oc(S(=O)(=O)C3CC4CCC(C3)N4CC(=O)C3CN(c4ccccc4)C3)nc2c1,19,1.0,0.7061493624815786,4.4677072308229056
COc1nnc(-c2cc(C(=O)N3CCC(c4cccc5c(N)cnn45)(N4CCSC4)CC3)on2)s1,20,1.0,0.6662369764103024,3.6311163252327656
CN(N1CCN(Nc2ccc3ccnc(Cl)c3c2)C(=O)C1)S(=O)(=O)c1cc2ncccc2s1,21,1.0,0.6946676953480181,3.365340554399757
O=C(Cn1nc(C(=O)CC2CN(N3CCCNC3=O)C2)c2ccccc21)Nc1ccc(Cl)cn1,22,1.0,0.6889972393659879,3.0369520678393522
O=C(Nc1ccc(C=Cc2ccc(Br)nn2)nn1)NN1C2CCC1CC(c1ccccn1)C2,23,1.0,0.6929427365311174,4.813399508111094
O=C(OCCc1ccc(-c2nn[nH]n2)nn1)C1CCN1CCCCC(CS)OCC1CCCCC1,24,1.0,0.7064576895755031,3.915496292998629
N#Cc1nc2c(C(=O)NN3CCNCC3OC(F)(F)F)cccc2n1COc1ccc(N2CCC2)nn1,25,1.0,0.6817411098940426,4.019252543011582
Nc1cc(-c2ccc(Cn3c(C(=O)Nc4nccn4-c4ccncn4)cc4ccccc43)s2)on1,26,1.0,0.6788618732728176,3.0969185437452653
